"Series Description","Assets: Other: Gold certificate account: Wednesday level","Assets: Other: Gold certificate account: change in Wednesday level from previous Wednesday level","Assets: Other: Gold certificate account: change in Wednesday level from year ago level","Assets: Other: Special drawing rights certificate account: Wednesday level","Assets: Other: Special drawing rights certificate account: change in Wednesday level from previous Wednesday level","Assets: Other: Special drawing rights certificate account: change in Wednesday level from year ago level","Assets: Other: Coin: Wednesday level","Assets: Other: Coin: change in Wednesday level from previous Wednesday level","Assets: Other: Coin: change in Wednesday level from year ago level","Assets: Other: Securities, premiums, discounts, repurchase agreements, and loans: Wednesday level","Assets: Other: Securities, premiums, discounts, repurchase agreements, and loans: change in Wednesday level from previous Wednesday level","Assets: Other: Securities, premiums, discounts, repurchase agreements, and loans: change in Wednesday level from year ago level","Assets: Securities Held Outright: Securities held outright: Wednesday level","Assets: Securities Held Outright: Securities held outright: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: Securities held outright: change in Wednesday level from year ago level","Assets: Securities Held Outright: U.S. Treasury securities: Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: change in Wednesday level from year ago level","Assets: Securities Held Outright: U.S. Treasury securities: Bills: Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Bills: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Bills: change in Wednesday level from year ago level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, nominal: Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, nominal: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, nominal: change in Wednesday level from year ago level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, inflation-indexed: Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, inflation-indexed: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Notes and bonds, inflation-indexed: change in Wednesday level from year ago level","Assets: Securities Held Outright: U.S. Treasury securities: Inflation compensation: Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Inflation compensation: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: U.S. Treasury securities: Inflation compensation: change in Wednesday level from year ago level","Assets: Securities Held Outright: Federal agency debt securities: Wednesday level","Assets: Securities Held Outright: Federal agency debt securities: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: Federal agency debt securities: change in Wednesday level from year ago level","Assets: Securities Held Outright: Mortgage-backed securities: Wednesday level","Assets: Securities Held Outright: Mortgage-backed securities: change in Wednesday level from previous Wednesday level","Assets: Securities Held Outright: Mortgage-backed securities: change in Wednesday level from year ago level","Assets: Unamortized premiums on securities held outright: Wednesday level","Assets: Unamortized premiums on securities held outright: change in Wednesday level from previous Wednesday level","Assets: Unamortized premiums on securities held outright: change in Wednesday level from year ago level","Assets: Unamortized discounts on securities held outright: Wednesday level","Assets: Unamortized discounts on securities held outright: change in Wednesday level from previous Wednesday level","Assets: Unamortized discounts on securities held outright: change in Wednesday level from year ago level","Assets: Other: Repurchase agreements: Wednesday level","Assets: Other: Repurchase agreements: change in Wednesday level from previous Wednesday level","Assets: Other: Repurchase agreements: change in Wednesday level from year ago level","Assets: Liquidity and Credit Facilities: Loans: Wednesday level","Assets: Liquidity and Credit Facilities: Loans: change in Wednesday level from previous Wednesday level","Assets: Liquidity and Credit Facilities: Loans: change in Wednesday level from year ago level","Assets: Net Portfolio Holdings of Maiden Lane LLCs: Net portfolio holdings of Maiden Lane LLC: Wednesday level","Assets: Net Portfolio Holdings of Maiden Lane LLCs: Net portfolio holdings of Maiden Lane LLC: change in Wednesday level from previous Wednesday level","Assets: Net Portfolio Holdings of Maiden Lane LLCs: Net portfolio holdings of Maiden Lane LLC: change in Wednesday level from year ago level","Assets: Other: Items in process of collection, Eliminations from consolidation: Wednesday level","Assets: Other: Items in process of collection (Less eliminations from consolidation): Wednesday level","Assets: Other: Items in process of collection (Less eliminations from consolidation): change in Wednesday level from previous Wednesday level","Assets: Other: Items in process of collection (Less eliminations from consolidation): change in Wednesday level from year ago level","Assets: Other: Bank premises: Wednesday level","Assets: Other: Bank premises: change in Wednesday level from previous Wednesday level","Assets: Other: Bank premises: change in Wednesday level from year ago level","Assets: Central Bank Liquidity Swaps: Central bank liquidity swaps: Wednesday level","Assets: Central Bank Liquidity Swaps: Central bank liquidity swaps: change in Wednesday level from previous Wednesday level","Assets: Central Bank Liquidity Swaps: Central bank liquidity swaps: change in Wednesday level from year ago level","Assets: Other: Other assets: Wednesday level","Assets: Other: Other assets: change in Wednesday level from previous Wednesday level","Assets: Other: Other assets: change in Wednesday level from year ago level","Assets: Other Factors Supplying Reserve Balances: Foreign currency denominated assets: Wednesday level","Assets: Other Factors Supplying Reserve Balances: Foreign currency denominated assets: change in Wednesday level from previous Wednesday level","Assets: Other Factors Supplying Reserve Balances: Foreign currency denominated assets: change in Wednesday level from year ago level","Assets: Total Assets: Total assets, Eliminations from consolidation: Wednesday level","Assets: Total Assets: Total assets (Less eliminations from consolidation): Wednesday level","Assets: Total Assets: Total assets (Less eliminations from consolidation): change in Wednesday level from previous Wednesday level","Assets: Total Assets: Total assets (Less eliminations from consolidation): change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Federal Reserve notes, net of F.R. Bank holdings: Wednesday level","Liabilities and Capital: Liabilities: Federal Reserve notes, net of F.R. Bank holdings: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Federal Reserve notes, net of F.R. Bank holdings: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Reverse repurchase agreements: Wednesday level","Liabilities and Capital: Liabilities: Reverse repurchase agreements: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Reverse repurchase agreements: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits, Eliminations from consolidation: Wednesday level","Liabilities and Capital: Liabilities: Deposits (Less eliminations from consolidation): Wednesday level","Liabilities and Capital: Liabilities: Deposits (Less eliminations from consolidation): change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits (Less eliminations from consolidation): change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Term deposits held by depository institutions: Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Term deposits held by depository institutions: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Term deposits held by depository institutions: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits: Other deposits held by depository institutions: Wednesday level","Liabilities and Capital: Liabilities: Deposits: Other deposits held by depository institutions: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits: Other deposits held by depository institutions: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: U.S. Treasury, General Account: Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: U.S. Treasury, General Account: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: U.S. Treasury, General Account: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Foreign official: Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Foreign official: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks, other than reserve balances: Foreign official: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deposits with F.R. Banks: Other, Eliminations from consolidation: Wednesday level","Liabilities and Capital: Liabilities: Deposits: Other: Wednesday level","Liabilities and Capital: Liabilities: Deposits: Other: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deposits: Other: change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Deferred availability cash items, Eliminations from consolidation: Wednesday level","Liabilities and Capital: Liabilities: Deferred availability cash items (Less eliminations from consolidation): Wednesday level","Liabilities and Capital: Liabilities: Deferred availability cash items (Less eliminations from consolidation): change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Deferred availability cash items (Less eliminations from consolidation): change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Other liabilities and accrued dividends (Includes the liability for earnings remittances due to the U.S. Treasury): Wednesday level","Liabilities and Capital: Liabilities: Other liabilities and accrued dividends (Includes the liability for earnings remittances due to the U.S. Treasury): change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Other liabilities and accrued dividends (Includes the liability for earnings remittances due to the U.S. Treasury): change in Wednesday level from year ago level","Liabilities and Capital: Liabilities: Total liabilities, Eliminations from consolidation: Wednesday level","Liabilities and Capital: Liabilities: Total liabilities (Less eliminations from consolidation): Wednesday level","Liabilities and Capital: Liabilities: Total liabilities (Less eliminations from consolidation): change in Wednesday level from previous Wednesday level","Liabilities and Capital: Liabilities: Total liabilities (Less eliminations from consolidation): change in Wednesday level from year ago level","Liabilities and Capital: Capital: Capital paid in: Wednesday level","Liabilities and Capital: Capital: Capital paid in: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Capital: Capital paid in: change in Wednesday level from year ago level","Liabilities and Capital: Capital: Surplus: Wednesday level","Liabilities and Capital: Capital: Surplus: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Capital: Surplus: change in Wednesday level from year ago level","Liabilities and Capital: Capital: Other capital accounts: Wednesday level","Liabilities and Capital: Capital: Other capital accounts: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Capital: Other capital accounts: change in Wednesday level from year ago level","Liabilities and Capital: Capital: Total capital: Wednesday level","Liabilities and Capital: Capital: Total capital: change in Wednesday level from previous Wednesday level","Liabilities and Capital: Capital: Total capital: change in Wednesday level from year ago level"
2017-05-24,11037,0,0,5200,0,0,1820,-15,-17,4406794,2188,9949,4253877,2297,24070,2464660,22,3023,0,0,0,2339540,0,-2552,106803,0,3669,18317,22,1906,8834,0,-16262,1780383,2274,37309,167646,-192,-14751,-14849,30,1240,62,62,-548,57,-10,-63,1710,1,-3,0,60,1,-84,2199,1,-21,41,5,-965,21450,1560,1008,20541,3,-126,0,4470852,3744,9741,1504774,3082,96286,427317,19736,115594,0,2490799,-18868,-203638,16347,16347,-50473,2206163,-41511,-133824,163058,-9833,-94034,5164,0,-15,0,100067,16130,74708,0,411,-66,136,6746,-167,651,0,4430048,3718,9030,30804,26,710,10000,0,0,0,0,0,40804,26,710
2017-05-31,11037,0,0,5200,0,0,1791,-29,-37,4396780,-10014,705,4244487,-9390,14554,2464696,36,2935,0,0,0,2338216,-1324,-1070,108126,1323,2187,18353,36,1817,8834,0,-16262,1770958,-9425,27882,167082,-564,-15030,-14856,-7,1203,0,-62,0,67,10,-22,1709,-1,-4,0,99,39,-141,2209,10,-5,35,-6,-766,20337,-1113,-1219,20717,176,-13,0,4459914,-10938,-1479,1509625,4851,96068,502159,74842,199485,0,2399933,-90866,-297897,0,-16347,0,2129606,-76557,-271363,189831,26773,-69862,5178,14,-1,0,75317,-24750,43328,0,1140,729,572,6251,-495,-422,0,4419108,-10940,-2195,30806,2,716,10000,0,0,0,0,0,40806,2,716
2017-06-07,11037,0,0,5200,0,0,1809,18,-30,4396638,-142,709,4244575,88,14502,2464783,87,2886,0,0,0,2338216,0,-1070,108126,0,2187,18440,87,1769,8834,0,-16262,1770958,0,27877,166822,-260,-14968,-14827,29,1201,0,0,0,69,2,-25,1709,0,-4,0,84,-15,-82,2195,-14,-19,40,5,40,22935,2598,-1293,20794,77,-423,0,4462443,2529,-1099,1509455,-170,96996,399729,-102430,114694,0,2504469,104536,-213488,0,0,0,2270846,141240,-177972,154760,-35071,-70356,5361,183,166,0,73503,-1814,34675,0,597,-543,305,7385,1134,-319,0,4421635,2527,-1812,30808,2,713,10000,0,0,0,0,0,40808,2,713
2017-06-14,11037,0,0,5200,0,0,1814,5,-30,4407830,11192,3508,4255569,10994,17116,2464871,88,2839,0,0,0,2338216,0,-1070,108126,0,2187,18528,88,1721,8097,-737,-16999,1782601,11643,31277,166981,159,-14758,-14798,29,1193,0,0,0,77,8,-44,1709,0,-4,0,65,-19,-99,2197,2,-20,36,-4,30,25512,2577,304,20869,75,-238,0,4476269,13826,3452,1508561,-894,97277,406070,6341,134701,0,2512445,7976,-230610,0,0,0,2231204,-39642,-173697,163941,9181,-141582,5252,-109,55,0,112047,38544,84613,0,744,147,342,7609,224,1012,0,4435430,13795,2724,30840,32,729,10000,0,0,0,0,0,40840,32,729
2017-06-21,11037,0,0,5200,0,0,1819,5,-44,4406160,-1670,-5432,4254154,-1415,8382,2464958,87,2790,0,0,0,2338216,0,-1070,108126,0,2187,18615,87,1673,8097,0,-16999,1781099,-1502,22591,166663,-318,-14971,-14765,33,1193,0,0,0,107,30,-37,1709,0,-4,0,61,-4,-110,2198,1,-20,42,6,42,25495,-17,-1451,20537,-332,-732,0,4474257,-2012,-7752,1508773,212,97600,446236,40166,111166,0,2470467,-41978,-217726,0,0,0,2164616,-66588,-153979,225126,61185,-106286,5165,-87,-31,0,75560,-36487,42569,0,433,-311,140,7493,-116,327,0,4433401,-2029,-8494,30856,16,742,10000,0,0,0,0,0,40856,16,742
2017-06-28,11037,0,0,5200,0,0,1819,0,-34,4394948,-11212,-1056,4243422,-10732,12482,2465046,88,2743,0,0,0,2338216,0,-1070,108126,0,2187,18703,88,1626,8097,0,-16999,1770280,-10819,26739,166068,-595,-14750,-14733,32,1177,0,0,0,192,85,36,1709,0,-3,0,93,32,-44,2197,-1,-23,35,-7,33,25576,81,-1494,20734,197,-513,0,4463347,-10910,-3135,1512186,3413,95438,504865,58629,101138,0,2398136,-72331,-199777,0,0,0,2118108,-46508,-81011,197597,-27529,-149035,5165,0,-29,0,77266,1706,30298,0,836,403,-570,6481,-1012,-94,0,4422504,-10897,-3865,30843,-13,730,10000,0,0,0,0,0,40843,-13,730
2017-07-05,11037,0,0,5200,0,0,1796,-23,-45,4394652,-296,-1101,4243474,52,12410,2465096,50,2669,0,0,0,2337609,-607,-948,108734,608,2065,18753,50,1551,8097,0,-16999,1770281,1,26740,165787,-281,-14679,-14738,-5,1186,0,0,0,130,-62,-17,1709,0,-3,0,116,23,-166,2197,0,-15,3070,3035,76,26866,1290,-1363,20628,-106,-716,0,4467272,3925,-3333,1518965,6779,98104,486738,-18127,148362,0,2413566,15430,-249716,0,0,0,2169650,51542,-138632,165044,-32553,-133000,5164,-1,-32,0,73708,-3558,21948,0,653,-183,-31,6503,22,-791,0,4426426,3922,-4071,30846,3,738,10000,0,0,0,0,0,40846,3,738
2017-07-12,11037,0,0,5200,0,0,1805,9,-63,4394485,-167,-1235,4243498,24,12320,2465121,25,2580,0,0,0,2337609,0,-948,108734,0,2065,18778,25,1462,8097,0,-16999,1770281,0,26740,165544,-243,-14602,-14709,29,1184,0,0,0,151,21,-138,1709,0,-3,0,62,-54,-167,2196,-1,-16,55,-3015,-2165,29444,2578,-1442,20710,82,-408,0,4466702,-570,-5500,1517809,-1156,99214,419896,-66842,120420,0,2481313,67747,-225341,0,0,0,2238951,69301,-88350,162156,-2888,-145551,5165,1,-31,0,75040,1332,8590,0,513,-140,-127,6325,-178,-406,0,4425855,-571,-6240,30847,1,740,10000,0,0,0,0,0,40847,1,740
2017-07-19,11037,0,0,5200,0,0,1821,16,-75,4403819,9334,-3392,4252637,9139,10239,2465145,24,2493,0,0,0,2338887,1278,-3317,107651,-1083,4055,18607,-171,1755,8097,0,-14395,1779394,9113,22140,165633,89,-14766,-14669,40,1117,0,0,0,218,67,18,1710,1,-3,0,68,6,-172,2197,1,-17,41,-14,-144,30079,635,-409,20931,221,142,0,4476903,10201,-4070,1514860,-2949,98255,392660,-27236,64344,0,2521226,39913,-167021,0,0,0,2250646,11695,-67605,189282,27126,-137856,5164,-1,-55,0,76133,1093,38494,0,451,-62,69,6857,532,-475,0,4436056,10201,-4825,30847,0,755,10000,0,0,0,0,0,40847,0,755
2017-07-26,11037,0,0,5200,0,0,1833,12,-66,4392851,-10968,2396,4242265,-10372,15920,2465170,25,2407,0,0,0,2338887,0,-3317,107651,0,4055,18631,24,1668,8097,0,-14395,1768999,-10395,27908,165024,-609,-14533,-14636,33,1108,0,0,0,197,-21,-100,1710,0,8,0,56,-12,-169,2198,1,-16,85,44,-95,29283,-796,-1452,21031,100,180,0,4465284,-11619,786,1514951,91,98373,343796,-48864,34770,0,2559568,38342,-132406,0,0,0,2293616,42970,-38621,183534,-5748,-132704,5190,26,-79,0,77229,1096,38999,0,452,1,-308,5669,-1188,-399,0,4424436,-11620,30,30848,1,756,10000,0,0,0,0,0,40848,1,756
2017-08-02,11037,0,0,5200,0,0,1839,6,-61,4392640,-211,2519,4242317,52,15856,2465195,25,2330,0,0,0,2337565,-1322,-4639,108973,1322,5377,18657,26,1592,8097,0,-14395,1769026,27,27922,164745,-279,-14460,-14622,14,1108,0,0,0,200,3,14,1710,0,5,0,74,18,-136,2192,-6,-18,35,-50,-895,30633,1350,-1421,21486,455,60,0,4466846,1562,53,1518395,3444,99461,361577,17781,50323,0,2538367,-21201,-150362,0,0,0,2291577,-2039,-111487,165407,-18127,-80275,5166,-24,-31,0,76218,-1011,41431,0,648,196,188,6989,1320,-318,0,4425977,1541,-708,30869,21,761,10000,0,0,0,0,0,40869,21,761
2017-08-09,11037,0,0,5200,0,0,1851,12,-61,4392465,-175,2522,4242347,30,15791,2465221,26,2265,0,0,0,2337565,0,-4639,108973,0,5377,18683,26,1527,8097,0,-14395,1769029,3,27920,164503,-242,-14382,-14593,29,1106,0,0,0,208,8,8,1710,0,3,0,65,-9,-160,2196,4,-14,36,1,-539,33212,2579,-1477,21311,-175,-121,0,4469083,2237,154,1520051,1656,100675,343269,-18308,22198,0,2558070,19703,-122781,0,0,0,2336315,44738,-46465,139553,-25854,-112542,5165,-1,-31,0,77037,819,36257,0,475,-173,-54,6342,-647,-640,0,4428207,2230,-602,30876,7,756,10000,0,0,0,0,0,40876,7,756
2017-08-16,11037,0,0,5200,0,0,1847,-4,-83,4401371,8906,-1586,4251319,8972,12026,2465247,26,1800,0,0,0,2337565,0,-5039,108973,0,5377,18709,26,1462,8097,0,-14395,1777975,8946,24621,164467,-36,-14663,-14628,-35,1049,0,0,0,213,5,1,1708,-2,1,0,73,8,-148,2196,0,-15,36,0,-69,18198,-15014,-1283,21204,-107,-423,0,4462871,-6212,-3605,1519475,-576,100876,337323,-5946,13630,0,2557748,-322,-118893,14733,14733,-43861,2364972,28657,29099,96029,-43524,-145397,5165,0,-100,0,76849,-188,41366,0,343,-132,-179,7009,667,127,0,4421897,-6310,-4440,30974,98,835,10000,0,0,0,0,0,40974,98,835
2017-08-23,11037,0,0,5200,0,0,1872,25,-63,4400521,-850,-8220,4250730,-589,5680,2465273,26,1735,0,0,0,2337565,0,-5039,108973,0,5377,18735,26,1397,6757,-1340,-15735,1778699,724,19679,164153,-314,-14954,-14598,30,1045,0,0,0,236,23,8,1708,0,1,0,53,-20,-153,2199,3,-14,36,0,14,19770,1572,-1414,21440,236,-155,0,4463837,966,-10003,1519600,125,100531,407823,70500,71963,0,2488684,-69064,-183273,0,-14733,0,2338170,-26802,-3052,67930,-28099,-176951,5165,0,1,0,77418,569,-3273,0,522,179,-84,6231,-778,28,0,4422861,964,-10835,30976,2,832,10000,0,0,0,0,0,40976,2,832
2017-08-30,11037,0,0,5200,0,0,1858,-14,-73,4388809,-11712,-4225,4239610,-11120,9491,2465300,27,1655,0,0,0,2337565,0,-4082,108973,0,4420,18761,26,1316,6757,0,-15735,1767553,-11146,23571,163542,-611,-14781,-14566,32,1049,0,0,0,223,-13,16,1708,0,1,0,56,3,-162,2204,5,-8,36,0,-1315,19959,189,-31,21494,54,266,0,4452360,-11477,-5547,1523475,3875,100857,388708,-19115,-33822,0,2491242,2558,-74218,0,0,0,2331956,-6214,101349,66877,-1053,-222069,5165,0,-2,0,87244,9826,46504,0,1233,711,-133,6716,485,929,0,4411374,-11487,-6388,30987,11,842,10000,0,0,0,0,0,40987,11,842
2017-09-06,11037,0,0,5200,0,0,1834,-24,-85,4388524,-285,-4128,4239599,-11,9524,2465289,-11,1690,0,0,0,2337126,-439,-4521,109412,439,4859,18751,-10,1352,6757,0,-15735,1767553,0,23569,163260,-282,-14713,-14547,19,1036,0,0,0,212,-11,24,1708,0,1,0,96,40,-124,2197,-7,-7,35,-1,-315,21220,1261,-1421,21623,129,160,0,4453474,1114,-5920,1531365,7890,103927,391923,3215,72144,0,2481916,-9326,-182637,0,0,0,2357048,25092,-24980,38662,-28215,-199490,5166,1,-1,0,81039,-6205,41834,0,749,-484,99,6418,-298,-412,0,4412371,997,-6878,31102,115,957,10000,0,0,0,0,0,41102,115,957
2017-09-13,11037,0,0,5200,0,0,1829,-5,-96,4403838,15314,-8768,4254571,14972,5054,2465468,179,1915,0,0,0,2337326,200,-4321,109412,0,4859,18730,-21,1378,6757,0,-15735,1782346,14793,18873,163562,302,-14863,-14515,32,1036,0,0,0,220,8,5,1708,0,1,0,82,-14,-131,2197,0,-7,87,52,81,23765,2545,-1528,21431,-192,-13,0,4471174,17700,-10461,1533584,2219,109162,366719,-25204,50119,0,2521517,39601,-169517,0,0,0,2360190,3142,10902,73220,34558,-179471,5165,-1,-1,0,82942,1903,-947,0,422,-327,-339,7823,1405,-848,0,4430066,17695,-11422,31109,7,962,10000,0,0,0,0,0,41109,7,962
2017-09-20,11037,0,0,5200,0,0,1835,6,-92,4391303,-12535,-12815,4242728,-11843,1387,2465448,-20,1942,0,0,0,2337326,0,-4321,109412,0,4859,18709,-21,1403,6757,0,-13735,1770524,-11822,13181,162828,-734,-15232,-14481,34,1032,0,0,0,228,8,-1,1708,0,1,0,78,-4,11,2197,0,-8,37,-50,35,23712,-53,-1574,21471,40,-12,0,4458576,-12598,-14456,1533583,-1,111097,413569,46850,-15825,0,2463842,-57675,-109835,0,0,0,2229409,-130781,59090,151204,77984,-207399,5165,0,-3,0,78063,-4879,38475,0,537,115,172,5880,-1943,-1067,0,4417412,-12654,-15457,31165,56,1001,10000,0,0,0,0,0,41165,56,1001
2017-09-27,11037,0,0,5200,0,0,1849,14,-78,4388682,-2621,6000,4240344,-2384,19517,2465427,-21,1967,0,0,0,2337326,0,-4321,109412,0,4859,18689,-20,1429,6757,0,-13735,1768160,-2364,31285,162553,-275,-14536,-14448,33,1029,0,0,0,233,5,-9,1707,-1,0,0,62,-16,8,2197,0,-9,37,0,-254,23787,75,-1585,21103,-368,-422,0,4455661,-2915,3659,1533124,-459,109200,455073,41504,-59737,0,2419487,-44355,-46634,0,0,0,2178841,-50568,93604,155159,3955,-184460,5370,205,205,0,80117,2054,44017,0,739,202,-17,6052,172,-167,0,4414476,-2936,2646,31186,21,1014,10000,0,0,0,0,0,41186,21,1014
2017-10-04,11037,0,0,5200,0,0,1860,11,-62,4388407,-275,6099,4240384,40,19542,2465467,40,1994,0,0,0,2337326,0,-3650,109412,0,4188,18729,40,1456,6757,0,-13735,1768160,0,31283,162278,-275,-14463,-14432,16,1016,0,0,0,177,-56,4,1707,0,-1,0,62,0,1,2196,-1,-5,3620,3583,-3383,25223,1436,-1490,21111,8,-144,0,4460422,4761,1015,1535748,2624,106732,409354,-45719,-127234,0,2467243,47756,20486,0,0,0,2228518,49677,165135,154619,-540,-187589,5165,-205,0,0,78941,-1176,42940,0,690,-49,129,6197,145,-113,0,4419233,4757,2,31190,4,1014,10000,0,0,0,0,0,41190,4,1014
2017-10-11,11037,0,0,5200,0,0,1855,-5,-46,4388272,-135,6239,4240471,87,19605,2465554,87,2057,0,0,0,2337326,0,-3650,109412,0,4188,18816,87,1519,6757,0,-13735,1768160,0,31283,162046,-232,-14388,-14403,29,1014,0,0,0,158,-19,8,1706,-1,-3,0,93,31,-11,2198,2,-3,36,-3584,-3184,27776,2553,-1544,21243,132,269,0,4459415,-1007,1717,1538386,2638,105720,360275,-49079,-62825,0,2511898,44655,-42578,0,0,0,2267739,39221,105653,155307,688,-187568,5166,1,1,0,83687,4746,39337,0,443,-247,-140,7198,1001,500,0,4418200,-1033,678,31215,25,1039,10000,0,0,0,0,0,41215,25,1039
2017-10-18,11037,0,0,5200,0,0,1846,-9,-52,4398182,9910,3985,4250343,9872,17596,2465641,87,2121,0,0,0,2337326,0,-3650,109412,0,4188,18903,87,1583,6757,0,-11736,1777945,9785,27212,162045,-1,-14690,-14365,38,1014,0,0,0,160,2,66,1705,-1,-4,0,57,-36,-19,2197,-1,-6,35,-1,-145,28345,569,-1515,21119,-124,96,0,4469723,10308,2341,1538055,-331,107366,348297,-11978,-82871,0,2535629,23731,-22778,0,0,0,2255104,-12635,149293,196106,40799,-213587,5165,-1,0,0,79254,-4433,41517,0,494,51,-9,6026,-1172,-410,0,4428502,10302,1299,31220,5,1041,10000,0,0,0,0,0,41220,5,1041
2017-10-25,11037,0,0,5200,0,0,1839,-7,-56,4390404,-7778,11736,4243048,-7295,25170,2465727,86,2183,0,0,0,2337326,0,-3650,109412,0,4188,18989,86,1645,6757,0,-11736,1770563,-7382,34722,161540,-505,-14516,-14333,32,1010,0,0,0,149,-11,73,1711,6,6,0,54,-3,-8,2201,4,-1,37,2,-3504,27539,-806,-1606,21094,-25,223,0,4461117,-8606,6791,1536876,-1179,105495,347903,-394,-36906,0,2528519,-7110,-63351,14140,14140,-34461,2241618,-13486,176598,185092,-11014,-235164,5166,1,0,0,82503,3249,29677,0,318,-176,-209,6275,249,719,0,4419891,-8611,5748,31227,7,1045,10000,0,0,0,0,0,41227,7,1045
2017-11-01,11037,0,0,5200,0,0,1832,-7,-52,4384231,-6173,5856,4237214,-5834,19289,2459827,-5900,-3759,0,0,0,2331201,-6125,-9473,109537,125,4011,19088,99,1703,6757,0,-11736,1770630,67,34783,161274,-266,-14434,-14310,23,984,0,0,0,52,-97,17,1712,1,4,0,66,12,-9,2199,-2,0,40,3,-975,28705,1166,-1583,20865,-229,-442,0,4455887,-5230,2800,1542094,5218,103759,319936,-27967,-95002,0,2546288,17769,-5894,0,-14140,0,2281472,39854,144263,181764,-3328,-190130,5177,11,5,0,77875,-4628,39968,0,503,185,-1,5850,-425,-1089,0,4414670,-5221,1772,31217,-10,1029,10000,0,0,0,0,0,41217,-10,1029
2017-11-08,11037,0,0,5200,0,0,1845,13,-33,4384265,34,6099,4237373,159,19378,2459985,158,-3669,0,0,0,2331201,0,-9473,109537,0,4011,19247,159,1793,6757,0,-11736,1770630,0,34782,161052,-222,-14350,-14281,29,982,65,65,65,56,4,24,1712,0,4,0,109,43,4,2201,2,1,37,-3,-963,31280,2575,-1638,20866,1,-9,0,4458552,2665,3465,1544556,2462,101172,301136,-18800,-62213,0,2564064,17776,-36655,0,0,0,2317610,36138,127528,160437,-21327,-205017,5166,-11,-351,0,80851,2976,41185,0,521,18,-122,7038,1188,292,0,4417315,2645,2474,31237,20,991,10000,0,0,0,0,0,41237,20,991
2017-11-15,11037,0,0,5200,0,0,1855,10,-11,4386052,1787,-4260,4239252,1879,9246,2456641,-3344,-7081,0,0,0,2327698,-3503,-12976,109537,0,4011,19406,159,1884,6757,0,-11736,1775854,5224,28063,161032,-20,-14503,-14284,-3,974,0,-65,0,51,-5,23,1710,-2,2,0,71,-38,-6,2204,3,0,35,-2,-936,19003,-12277,-1010,21122,256,877,0,4448289,-10263,-5344,1545840,1284,101288,263449,-37687,-91900,0,2590889,26825,-16766,0,0,0,2357806,40196,180221,148165,-12272,-227743,5368,202,201,0,79549,-1302,30553,0,387,-134,-136,6486,-552,1201,0,4407051,-10264,-6313,31238,1,970,10000,0,0,0,0,0,41238,1,970
